State,Year,Mechanism,Race,Deaths,Population,Crude Rate,Age-Adjusted Rate,Years of Potential Life Lost
Arizona,2010,Overexertion,White,--,"5,493,846",--,--,--
Arizona,2010,Drug Poisoning,White,"1,014","5,493,846",18.46,18.86,"22,471"
Arizona,2010,Drug Poisoning,Black,36,"316,052",11.39,12.51,706
Arizona,2010,Drug Poisoning,American Indian / Alaska Native,41,"358,491",11.44,12.33,"1,153"
Arizona,2010,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Non-Drug Poisoning,White,89,"5,493,846",1.62,1.58,"1,288"
Arizona,2010,Non-Drug Poisoning,Black,--,"316,052",--,--,--
Arizona,2010,Non-Drug Poisoning,American Indian / Alaska Native,38,"358,491",10.6,13.32,830
Arizona,2010,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Struck by / against,White,--,"5,493,846",--,--,--
Arizona,2010,Struck by / against,Black,--,"316,052",--,--,--
Arizona,2010,Struck by / against,American Indian / Alaska Native,--,"358,491",--,--,--
Arizona,2010,Suffocation,White,302,"5,493,846",5.5,5.35,"6,211"
Arizona,2010,Suffocation,Black,12**,"316,052",3.80**,4.99**,244
Arizona,2010,Suffocation,American Indian / Alaska Native,58,"358,491",16.18,16.3,"2,003"
Arizona,2010,Suffocation,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,"Motor vehicle, traffic",White,583,"5,493,846",10.61,10.22,"11,626"
Arizona,2010,"Motor vehicle, traffic",Black,29,"316,052",9.18,10.93,804
Arizona,2010,"Motor vehicle, traffic",American Indian / Alaska Native,121,"358,491",33.75,36.08,"3,779"
Arizona,2010,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,11**,"223,903",4.91**,5.77**,201
Arizona,2010,"Pedal cyclist, other",White,--,"5,493,846",--,--,--
Arizona,2010,"Pedal cyclist, other",Black,--,"316,052",--,--,--
Arizona,2010,"Pedestrian, other",White,22,"5,493,846",0.4,0.4,694
Arizona,2010,"Pedestrian, other",American Indian / Alaska Native,10**,"358,491",2.79**,2.92**,255
Arizona,2010,"Transport, other land",White,32,"5,493,846",0.58,0.58,713
Arizona,2010,"Transport, other land",American Indian / Alaska Native,--,"358,491",--,--,--
Arizona,2010,"Transport, other (excl. drown by water transp)",White,22,"5,493,846",0.4,0.39,368
Arizona,2010,"Transport, other (excl. drown by water transp)",Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Other specified and classifiable,White,31,"5,493,846",0.56,0.57,595
Arizona,2010,Other specified and classifiable,Black,--,"316,052",--,--,--
Arizona,2010,Other specified and classifiable,American Indian / Alaska Native,--,"358,491",--,--,--
Arizona,2010,Other specified and classifiable,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Other specified / NEC,White,53,"5,493,846",0.97,0.94,922
Arizona,2010,Other specified / NEC,Black,--,"316,052",--,--,--
Arizona,2010,Other specified / NEC,American Indian / Alaska Native,--,"358,491",--,--,--
Arizona,2010,Unspecified,White,103,"5,493,846",1.88,1.8,"1,898"
Arizona,2010,Unspecified,Black,--,"316,052",--,--,--
Arizona,2010,Unspecified,American Indian / Alaska Native,19**,"358,491",5.30**,6.37**,464
Arizona,2010,Unspecified,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2009,Cut/Pierce,White,56,"5,464,047",1.03,1.05,"1,383"
Arizona,2009,Cut/Pierce,Black,--,"308,020",--,--,--
Arizona,2009,Cut/Pierce,American Indian / Alaska Native,12**,"353,144",3.40**,3.58**,391
Arizona,2009,Cut/Pierce,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Drowning (includes water transport),White,94,"5,464,047",1.72,1.64,"2,644"
Arizona,2009,Drowning (includes water transport),Black,--,"308,020",--,--,--
Arizona,2009,Drowning (includes water transport),American Indian / Alaska Native,14**,"353,144",3.96**,4.31**,480
Arizona,2009,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Fall,White,705,"5,464,047",12.9,11.46,"1,106"
Arizona,2009,Fall,Black,--,"308,020",--,--,--
Arizona,2009,Fall,American Indian / Alaska Native,30,"353,144",8.5,17.71,161
Arizona,2009,Fall,Asian / HI Native / Pac. Islander,11**,"217,943",5.05**,10.90**,51
Arizona,2009,Fire/Flame,White,31,"5,464,047",0.57,0.53,470
Arizona,2009,Fire/Flame,Black,--,"308,020",--,--,--
Arizona,2009,Fire/Flame,American Indian / Alaska Native,--,"353,144",--,--,--
Arizona,2009,Hot object/Substance,White,--,"5,464,047",--,--,--
Arizona,2009,Firearm,White,773,"5,464,047",14.15,13.91,"15,131"
Arizona,2009,Firearm,Black,44,"308,020",14.29,13.23,"1,573"
Arizona,2009,Firearm,American Indian / Alaska Native,33,"353,144",9.35,8.92,"1,100"
Arizona,2009,Firearm,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Machinery,White,--,"5,464,047",--,--,--
Arizona,2009,Natural/Environmental,White,81,"5,464,047",1.48,1.12,786
Arizona,2009,Natural/Environmental,Black,--,"308,020",--,--,--
Arizona,2009,Natural/Environmental,American Indian / Alaska Native,18**,"353,144",5.10**,8.07**,265
Arizona,2009,Natural/Environmental,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Drug Poisoning,White,926,"5,464,047",16.95,17.26,"20,268"
Arizona,2009,Drug Poisoning,Black,35,"308,020",11.36,12,788
Arizona,2009,Drug Poisoning,American Indian / Alaska Native,39,"353,144",11.04,11.8,"1,155"
Arizona,2009,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Non-Drug Poisoning,White,81,"5,464,047",1.48,1.48,"1,611"
Arizona,2009,Non-Drug Poisoning,Black,--,"308,020",--,--,--
Arizona,2009,Non-Drug Poisoning,American Indian / Alaska Native,33,"353,144",9.35,10.51,855
Arizona,2009,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Struck by / against,White,--,"5,464,047",--,--,--
Arizona,2009,Struck by / against,Black,--,"308,020",--,--,--
Arizona,2009,Suffocation,White,270,"5,464,047",4.94,4.92,"5,575"
Arizona,2009,Suffocation,Black,--,"308,020",--,--,--
Arizona,2009,Suffocation,American Indian / Alaska Native,46,"353,144",13.03,13.43,"1,492"
Arizona,2009,Suffocation,Asian / HI Native / Pac. Islander,10**,"217,943",4.59**,5.01**,296
Arizona,2009,"Motor vehicle, traffic",White,587,"5,464,047",10.74,10.58,"13,592"
Arizona,2009,"Motor vehicle, traffic",Black,31,"308,020",10.06,10.76,810
Arizona,2009,"Motor vehicle, traffic",American Indian / Alaska Native,117,"353,144",33.13,34.28,"3,554"
Arizona,2009,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,10**,"217,943",4.59**,4.93**,297
Arizona,2009,"Pedal cyclist, other",White,--,"5,464,047",--,--,--
Arizona,2009,"Pedal cyclist, other",Black,--,"308,020",--,--,--
Arizona,2009,"Pedestrian, other",White,15**,"5,464,047",0.28**,0.27**,533
Arizona,2009,"Pedestrian, other",Black,--,"308,020",--,--,--
Arizona,2009,"Pedestrian, other",American Indian / Alaska Native,13**,"353,144",3.68**,4.38**,387
Arizona,2009,"Transport, other land",White,44,"5,464,047",0.81,0.77,768
Arizona,2009,"Transport, other land",American Indian / Alaska Native,11**,"353,144",3.12**,2.67**,457
Arizona,2009,"Transport, other land",Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,"Transport, other (excl. drown by water transp)",White,14**,"5,464,047",0.26**,0.25**,166
Arizona,2009,"Transport, other (excl. drown by water transp)",American Indian / Alaska Native,--,"353,144",--,--,--
Arizona,2009,Other specified and classifiable,White,51,"5,464,047",0.93,0.89,989
Arizona,2009,Other specified and classifiable,Black,--,"308,020",--,--,--
Arizona,2009,Other specified and classifiable,American Indian / Alaska Native,--,"353,144",--,--,--
Arizona,2009,Other specified and classifiable,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Other specified / NEC,White,37,"5,464,047",0.68,0.6,464
Arizona,2009,Other specified / NEC,Black,--,"308,020",--,--,--
Arizona,2009,Other specified / NEC,American Indian / Alaska Native,--,"353,144",--,--,--
Arizona,2009,Other specified / NEC,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2009,Unspecified,White,89,"5,464,047",1.63,1.48,"1,539"
Arizona,2009,Unspecified,Black,--,"308,020",--,--,--
Arizona,2009,Unspecified,American Indian / Alaska Native,25,"353,144",7.08,8.18,656
Arizona,2009,Unspecified,Asian / HI Native / Pac. Islander,--,"217,943",--,--,--
Arizona,2008,Cut/Pierce,White,46,"5,429,954",0.85,0.85,"1,197"
Arizona,2008,Cut/Pierce,Black,--,"294,617",--,--,--
Arizona,2008,Cut/Pierce,American Indian / Alaska Native,17**,"346,539",4.91**,4.53**,581
Arizona,2008,Cut/Pierce,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Drowning (includes water transport),White,71,"5,429,954",1.31,1.28,"2,241"
Arizona,2008,Drowning (includes water transport),Black,--,"294,617",--,--,--
Arizona,2008,Drowning (includes water transport),American Indian / Alaska Native,10**,"346,539",2.89**,2.70**,382
Arizona,2008,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Fall,White,719,"5,429,954",13.24,12.15,"1,503"
Arizona,2008,Fall,Black,12**,"294,617",4.07**,8.31**,62
Arizona,2008,Fall,American Indian / Alaska Native,25,"346,539",7.21,14.42,215
Arizona,2008,Fall,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Fire/Flame,White,57,"5,429,954",1.05,1,622
Arizona,2008,Fire/Flame,Black,--,"294,617",--,--,--
Arizona,2008,Fire/Flame,American Indian / Alaska Native,--,"346,539",--,--,--
Arizona,2008,Fire/Flame,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Hot object/Substance,White,--,"5,429,954",--,--,--
Arizona,2008,Firearm,White,809,"5,429,954",14.9,14.64,"17,857"
Arizona,2008,Firearm,Black,61,"294,617",20.71,20.45,"2,066"
Arizona,2008,Firearm,American Indian / Alaska Native,30,"346,539",8.66,8.11,"1,050"
Arizona,2008,Firearm,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Machinery,White,--,"5,429,954",--,--,--
Arizona,2008,Natural/Environmental,White,43,"5,429,954",0.79,0.71,498
Arizona,2008,Natural/Environmental,Black,--,"294,617",--,--,--
Arizona,2008,Natural/Environmental,American Indian / Alaska Native,17**,"346,539",4.91**,7.48**,251
Arizona,2008,Drug Poisoning,White,758,"5,429,954",13.96,14.31,"16,067"
Arizona,2008,Drug Poisoning,Black,39,"294,617",13.24,14.77,826
Arizona,2008,Drug Poisoning,American Indian / Alaska Native,27,"346,539",7.79,8.41,687
Arizona,2008,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Non-Drug Poisoning,White,91,"5,429,954",1.68,1.62,"1,470"
Arizona,2008,Non-Drug Poisoning,Black,--,"294,617",--,--,--
Arizona,2008,Non-Drug Poisoning,American Indian / Alaska Native,28,"346,539",8.08,10.43,512
Arizona,2008,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Struck by / against,White,12**,"5,429,954",0.22**,0.22**,404
Arizona,2008,Struck by / against,American Indian / Alaska Native,--,"346,539",--,--,--
Arizona,2008,Suffocation,White,258,"5,429,954",4.75,4.74,"5,678"
Arizona,2008,Suffocation,Black,14**,"294,617",4.75**,4.72**,513
Arizona,2008,Suffocation,American Indian / Alaska Native,42,"346,539",12.12,11.67,"1,512"
Arizona,2008,Suffocation,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,"Motor vehicle, traffic",White,699,"5,429,954",12.87,12.69,"16,122"
Arizona,2008,"Motor vehicle, traffic",Black,32,"294,617",10.86,10.67,954
Arizona,2008,"Motor vehicle, traffic",American Indian / Alaska Native,138,"346,539",39.82,44.02,"3,971"
Arizona,2008,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,"Pedal cyclist, other",White,--,"5,429,954",--,--,--
Arizona,2008,"Pedal cyclist, other",Black,--,"294,617",--,--,--
Arizona,2008,"Pedestrian, other",White,23,"5,429,954",0.42,0.42,722
Arizona,2008,"Pedestrian, other",Black,--,"294,617",--,--,--
Arizona,2008,"Pedestrian, other",American Indian / Alaska Native,--,"346,539",--,--,--
Arizona,2008,"Transport, other land",White,73,"5,429,954",1.34,1.31,"1,642"
Arizona,2008,"Transport, other land",Black,--,"294,617",--,--,--
Arizona,2008,"Transport, other land",American Indian / Alaska Native,--,"346,539",--,--,--
Arizona,2008,"Transport, other land",Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,"Transport, other (excl. drown by water transp)",White,39,"5,429,954",0.72,0.71,748
Arizona,2008,"Transport, other (excl. drown by water transp)",Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2008,Other specified and classifiable,White,44,"5,429,954",0.81,0.82,"1,026"
Arizona,2008,Other specified and classifiable,Black,--,"294,617",--,--,--
Arizona,2008,Other specified and classifiable,American Indian / Alaska Native,--,"346,539",--,--,--
Arizona,2008,Other specified / NEC,White,36,"5,429,954",0.66,0.65,580
Arizona,2008,Other specified / NEC,American Indian / Alaska Native,--,"346,539",--,--,--
Arizona,2008,Unspecified,White,108,"5,429,954",1.99,1.91,"1,603"
Arizona,2008,Unspecified,Black,--,"294,617",--,--,--
Arizona,2008,Unspecified,American Indian / Alaska Native,23,"346,539",6.64,7.03,736
Arizona,2008,Unspecified,Asian / HI Native / Pac. Islander,--,"209,252",--,--,--
Arizona,2007,Cut/Pierce,White,54,"5,354,405",1.01,1.02,"1,372"
Arizona,2007,Cut/Pierce,Black,--,"278,537",--,--,--
Arizona,2007,Cut/Pierce,American Indian / Alaska Native,14**,"336,800",4.16**,4.19**,459
Arizona,2007,Drowning (includes water transport),White,89,"5,354,405",1.66,1.66,"2,892"
Arizona,2007,Drowning (includes water transport),Black,--,"278,537",--,--,--
Arizona,2007,Drowning (includes water transport),American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,Fall,White,708,"5,354,405",13.22,12.26,"1,437"
Arizona,2007,Fall,Black,11**,"278,537",3.95**,8.83**,49
Arizona,2007,Fall,American Indian / Alaska Native,29,"336,800",8.61,13.4,468
Arizona,2007,Fall,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,Fire/Flame,White,36,"5,354,405",0.67,0.66,743
Arizona,2007,Fire/Flame,American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,Hot object/Substance,White,--,"5,354,405",--,--,--
Arizona,2007,Firearm,White,848,"5,354,405",15.84,15.75,"21,089"
Arizona,2007,Firearm,Black,68,"278,537",24.41,22.31,"2,456"
Arizona,2007,Firearm,American Indian / Alaska Native,29,"336,800",8.61,7.97,"1,025"
Arizona,2007,Firearm,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,Machinery,Black,--,"278,537",--,--,--
Arizona,2007,Natural/Environmental,White,52,"5,354,405",0.97,0.88,872
Arizona,2007,Natural/Environmental,Black,--,"278,537",--,--,--
Arizona,2007,Natural/Environmental,American Indian / Alaska Native,14**,"336,800",4.16**,6.47**,240
Arizona,2007,Drug Poisoning,White,872,"5,354,405",16.29,16.72,"19,353"
Arizona,2007,Drug Poisoning,Black,42,"278,537",15.08,17.55,846
Arizona,2007,Drug Poisoning,American Indian / Alaska Native,24,"336,800",7.13,9.35,497
Arizona,2007,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,Non-Drug Poisoning,White,82,"5,354,405",1.53,1.56,"1,770"
Arizona,2007,Non-Drug Poisoning,American Indian / Alaska Native,18**,"336,800",5.34**,6.23**,424
Arizona,2007,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,Struck by / against,White,11**,"5,354,405",0.21**,0.19**,303
Arizona,2007,Struck by / against,American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,Struck by / against,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,Suffocation,White,281,"5,354,405",5.25,5.17,"6,472"
Arizona,2007,Suffocation,Black,--,"278,537",--,--,--
Arizona,2007,Suffocation,American Indian / Alaska Native,35,"336,800",10.39,11.2,"1,111"
Arizona,2007,Suffocation,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2007,"Motor vehicle, traffic",White,804,"5,354,405",15.02,15.07,"20,858"
Arizona,2007,"Motor vehicle, traffic",Black,30,"278,537",10.77,12.43,836
Arizona,2007,"Motor vehicle, traffic",American Indian / Alaska Native,159,"336,800",47.21,49.58,"4,957"
Arizona,2007,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,23,"197,939",11.62,13.83,462
Arizona,2007,"Pedal cyclist, other",White,--,"5,354,405",--,--,--
Arizona,2007,"Pedal cyclist, other",Black,--,"278,537",--,--,--
Arizona,2007,"Pedal cyclist, other",American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,"Pedestrian, other",White,19**,"5,354,405",0.36**,0.34**,558
Arizona,2007,"Pedestrian, other",Black,--,"278,537",--,--,--
Arizona,2007,"Pedestrian, other",American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,"Transport, other land",White,76,"5,354,405",1.42,1.48,"2,323"
Arizona,2007,"Transport, other land",Black,--,"278,537",--,--,--
Arizona,2007,"Transport, other land",American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,"Transport, other (excl. drown by water transp)",White,28,"5,354,405",0.52,0.51,604
Arizona,2007,"Transport, other (excl. drown by water transp)",American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,Other specified and classifiable,White,63,"5,354,405",1.18,1.17,"1,482"
Arizona,2007,Other specified and classifiable,Black,--,"278,537",--,--,--
Arizona,2007,Other specified and classifiable,American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,Other specified / NEC,White,50,"5,354,405",0.93,0.88,681
Arizona,2007,Other specified / NEC,Black,--,"278,537",--,--,--
Arizona,2007,Other specified / NEC,American Indian / Alaska Native,--,"336,800",--,--,--
Arizona,2007,Unspecified,White,136,"5,354,405",2.54,2.42,"2,743"
Arizona,2007,Unspecified,Black,--,"278,537",--,--,--
Arizona,2007,Unspecified,American Indian / Alaska Native,17**,"336,800",5.05**,6.72**,314
Arizona,2007,Unspecified,Asian / HI Native / Pac. Islander,--,"197,939",--,--,--
Arizona,2006,Cut/Pierce,White,66,"5,255,478",1.26,1.26,"1,436"
Arizona,2006,Cut/Pierce,Black,--,"262,150",--,--,--
Arizona,2006,Cut/Pierce,American Indian / Alaska Native,20**,"327,058",6.12**,5.94**,661
Arizona,2006,Drowning (includes water transport),White,86,"5,255,478",1.64,1.59,"2,758"
Arizona,2006,Drowning (includes water transport),Black,--,"262,150",--,--,--
Arizona,2006,Drowning (includes water transport),American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,Fall,White,693,"5,255,478",13.19,12.39,"1,843"
Arizona,2006,Fall,Black,--,"262,150",--,--,--
Arizona,2006,Fall,American Indian / Alaska Native,25,"327,058",7.64,13.37,326
Arizona,2006,Fall,Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,Fire/Flame,White,44,"5,255,478",0.84,0.81,892
Arizona,2006,Fire/Flame,Black,--,"262,150",--,--,--
Arizona,2006,Fire/Flame,American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Hot object/Substance,White,--,"5,255,478",--,--,--
Arizona,2006,Hot object/Substance,American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Firearm,White,884,"5,255,478",16.82,16.66,"21,590"
Arizona,2006,Firearm,Black,58,"262,150",22.13,20.61,"1,965"
Arizona,2006,Firearm,American Indian / Alaska Native,34,"327,058",10.4,8.3,"1,401"
Arizona,2006,Firearm,Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,Machinery,White,--,"5,255,478",--,--,--
Arizona,2006,Machinery,American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Natural/Environmental,White,94,"5,255,478",1.79,1.59,"1,131"
Arizona,2006,Natural/Environmental,Black,--,"262,150",--,--,--
Arizona,2006,Natural/Environmental,American Indian / Alaska Native,20**,"327,058",6.12**,8.41**,318
Arizona,2006,Drug Poisoning,White,793,"5,255,478",15.09,15.45,"17,467"
Arizona,2006,Drug Poisoning,Black,49,"262,150",18.69,22.83,932
Arizona,2006,Drug Poisoning,American Indian / Alaska Native,29,"327,058",8.87,10.09,771
Arizona,2006,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,Non-Drug Poisoning,White,57,"5,255,478",1.09,1.12,"1,211"
Arizona,2006,Non-Drug Poisoning,Black,--,"262,150",--,--,--
Arizona,2006,Non-Drug Poisoning,American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,Struck by / against,White,25,"5,255,478",0.48,0.47,634
Arizona,2006,Struck by / against,American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Suffocation,White,248,"5,255,478",4.72,4.73,"5,863"
Arizona,2006,Suffocation,Black,--,"262,150",--,--,--
Arizona,2006,Suffocation,American Indian / Alaska Native,47,"327,058",14.37,15.81,"1,549"
Arizona,2006,Suffocation,Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,"Motor vehicle, traffic",White,"1,047","5,255,478",19.92,19.75,"26,910"
Arizona,2006,"Motor vehicle, traffic",Black,38,"262,150",14.5,15.22,"1,123"
Arizona,2006,"Motor vehicle, traffic",American Indian / Alaska Native,171,"327,058",52.28,57.25,"4,896"
Arizona,2006,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2006,"Pedal cyclist, other",White,--,"5,255,478",--,--,--
Arizona,2006,"Pedestrian, other",White,21,"5,255,478",0.4,0.41,699
Arizona,2006,"Pedestrian, other",Black,--,"262,150",--,--,--
Arizona,2006,"Pedestrian, other",American Indian / Alaska Native,12**,"327,058",3.67**,3.73**,445
Arizona,2006,"Transport, other land",White,53,"5,255,478",1.01,0.99,"1,228"
Arizona,2006,"Transport, other land",American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,"Transport, other (excl. drown by water transp)",White,33,"5,255,478",0.63,0.62,614
Arizona,2006,"Transport, other (excl. drown by water transp)",Black,--,"262,150",--,--,--
Arizona,2006,Other specified and classifiable,White,44,"5,255,478",0.84,0.8,"1,012"
Arizona,2006,Other specified and classifiable,Black,--,"262,150",--,--,--
Arizona,2006,Other specified and classifiable,American Indian / Alaska Native,--,"327,058",--,--,--
Arizona,2006,Other specified / NEC,White,40,"5,255,478",0.76,0.71,542
Arizona,2006,Other specified / NEC,Black,--,"262,150",--,--,--
Arizona,2006,Other specified / NEC,American Indian / Alaska Native,10**,"327,058",3.06**,3.67**,263
Arizona,2006,Unspecified,White,119,"5,255,478",2.26,2.18,"2,003"
Arizona,2006,Unspecified,Black,--,"262,150",--,--,--
Arizona,2006,Unspecified,American Indian / Alaska Native,19**,"327,058",5.81**,6.18**,572
Arizona,2006,Unspecified,Asian / HI Native / Pac. Islander,--,"184,455",--,--,--
Arizona,2005,Cut/Pierce,White,53,"5,111,992",1.04,1.05,"1,232"
Arizona,2005,Cut/Pierce,Black,--,"243,074",--,--,--
Arizona,2005,Cut/Pierce,American Indian / Alaska Native,12**,"316,197",3.80**,4.16**,370
Arizona,2005,Drowning (includes water transport),White,83,"5,111,992",1.62,1.58,"2,699"
Arizona,2005,Drowning (includes water transport),Black,--,"243,074",--,--,--
Arizona,2005,Drowning (includes water transport),American Indian / Alaska Native,10**,"316,197",3.16**,3.57**,307
Arizona,2005,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,Fall,White,677,"5,111,992",13.24,12.54,"1,868"
Arizona,2005,Fall,Black,--,"243,074",--,--,--
Arizona,2005,Fall,American Indian / Alaska Native,17**,"316,197",5.38**,9.61**,200
Arizona,2005,Fall,Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,Fire/Flame,White,60,"5,111,992",1.17,1.16,"1,552"
Arizona,2005,Fire/Flame,Black,--,"243,074",--,--,--
Arizona,2005,Fire/Flame,American Indian / Alaska Native,--,"316,197",--,--,--
Arizona,2005,Fire/Flame,Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,Hot object/Substance,White,--,"5,111,992",--,--,--
Arizona,2005,Hot object/Substance,American Indian / Alaska Native,--,"316,197",--,--,--
Arizona,2005,Firearm,White,828,"5,111,992",16.2,16.13,"20,672"
Arizona,2005,Firearm,Black,47,"243,074",19.34,19.1,"1,560"
Arizona,2005,Firearm,American Indian / Alaska Native,50,"316,197",15.81,14.03,"1,890"
Arizona,2005,Firearm,Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,Machinery,White,--,"5,111,992",--,--,--
Arizona,2005,Machinery,Black,--,"243,074",--,--,--
Arizona,2005,Machinery,American Indian / Alaska Native,--,"316,197",--,--,--
Arizona,2005,Natural/Environmental,White,88,"5,111,992",1.72,1.56,902
Arizona,2005,Natural/Environmental,Black,--,"243,074",--,--,--
Arizona,2005,Natural/Environmental,American Indian / Alaska Native,33,"316,197",10.44,15.21,512
Arizona,2005,Drug Poisoning,White,719,"5,111,992",14.07,14.54,"16,030"
Arizona,2005,Drug Poisoning,Black,41,"243,074",16.87,18.7,925
Arizona,2005,Drug Poisoning,American Indian / Alaska Native,31,"316,197",9.8,11.45,767
Arizona,2005,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,Non-Drug Poisoning,White,49,"5,111,992",0.96,0.99,"1,123"
Arizona,2005,Non-Drug Poisoning,American Indian / Alaska Native,--,"316,197",--,--,--
Arizona,2005,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,Struck by / against,White,17**,"5,111,992",0.33**,0.32**,306
Arizona,2005,Struck by / against,Black,--,"243,074",--,--,--
Arizona,2005,Struck by / against,American Indian / Alaska Native,--,"316,197",--,--,--
Arizona,2005,Suffocation,White,314,"5,111,992",6.14,6.09,"7,791"
Arizona,2005,Suffocation,Black,--,"243,074",--,--,--
Arizona,2005,Suffocation,American Indian / Alaska Native,45,"316,197",14.23,13.59,"1,686"
Arizona,2005,Suffocation,Asian / HI Native / Pac. Islander,--,"167,814",--,--,--
Arizona,2005,"Motor vehicle, traffic",White,936,"5,111,992",18.31,18.25,"23,856"
Arizona,2005,"Motor vehicle, traffic",Black,49,"243,074",20.16,20.31,"1,552"
Arizona,2005,"Motor vehicle, traffic",American Indian / Alaska Native,164,"316,197",51.87,54.82,"5,066"
Arizona,2005,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,12**,"167,814",7.15**,7.63**,284
Arizona,2005,"Pedal cyclist, other",White,--,"5,111,992",--,--,--
Arizona,2005,"Pedal cyclist, other",American Indian / Alaska Native,--,"316,197",--,--,--
Arizona,2005,"Pedestrian, other",White,22,"5,111,992",0.43,0.42,598
